player,Putting from 5-10'-%,Putting Average-AVG,3-Putts per Round-AVG,SG: Putting-AVERAGE,Average Putting Distance - GIR 1 Putts-AVG,Overall Putting Average-AVG,Birdie or Better Conversion Percentage-%,Average Distance of Birdie putts made-AVG,3-Putt Avoidance-%,2-Putts per Round-AVG,One-Putt Percentage-%,Going for the Green - Hit Green Pct-%,Going for the Green - Birdie or Better-%,Birdie or Better Percentage - Right Rough-%,Birdie or Better Percentage - Fairway-%,Fairway Proximity-AVG,SG: Approach the Green-AVERAGE,GIR Percentage - 100+ yards-%,Average Approach Shot Distance-AVG,Going for the Green-%,GIR Pct - Fairway Bunker-%,Greens in Regulation Percentage-%,Greens in Regulation Percentage-RELATIVE/PAR,GIR Percentage from Fairway-%,Greens or Fringe in Regulation-%,Par Breakers-%,SG: Total-AVERAGE,SG: Total-TOTAL SG:T,SG: Total-TOTAL SG:T2G,SG: Total-TOTAL SG:P,Bogey Average-AVERAGE BOGEYS PER ROUND,Scoring Average Before Cut-AVG,Round 3 Scoring Average-AVG,Birdie or Better Percentage-%,Birdie to Bogey Ratio-BIRDIE TO BOGEY RATIO,Scoring Average (Actual)-AVG,Par 3 Scoring Average-AVG,Round 2 Scoring Average-AVG,Birdie Average-AVG,Bounce Back-%,Fairway Bunker Tendency-%,Right Tendency-%,SG: Tee-to-Green-AVERAGE,SG: Tee-to-Green-SG:OTT,SG: Tee-to-Green-SG:APR,SG: Tee-to-Green-SG:ARG,SG: Off-the-Tee-AVERAGE,Left Rough Tendency-%,Hit Fairway Percentage-%,Hit Fairway Percentage-RELATIVE TO PAR,Driving Distance - All Drives-ALL DRIVES,Right Rough Tendency-%,Ball Striking-VALUE,Ball Striking-TOTAL DRV RANK,Ball Striking-GIR RANK,Left Tendency-%,Rough Tendency-%,Total Driving-ACCURACY RANK,Distance from Center of Fairway-AVG,SG: Around-the-Green-AVERAGE,Sand Save Percentage-%,Sand Saves from 20-30 yards-%,Scrambling from < 10 yards-%,Scrambling from the Rough-%,Scrambling from > 30 yards-%,Scrambling from the Fringe-%,Scrambling 10-20 yds (RTP Score)-AVG RTP,Sand Saves from 10-20 yards-%,Scrambling from 10-20 yards-%,Scrambling Rough (RTP Score)-AVG RTP,Scrambling from Other Locations-%,Scrambling from 20-30 yards-%,Proximity to Hole from < 10 yards-SCRAMBLING RANK,Scrambling from the Sand-ROUNDS,Scrambling from the Sand-%,Scrambling Fringe (RTP Score)-AVG RTP,Scrambling Fringe (RTP Score)-TOTAL RTP,Scrambling-%,Scrambling-PAR OR BETTER,Scrambling-MISSED GIR
Joel Dahmen,51.7,1.752,0.39,-0.214,"10' 0""",1.577,31.06,"8' 7""",2.18,9.9,41.18,31.51,53.42,12.7,23.24,"30' 3""",0.71,59.84,164.3,62.07,37.9,64.05,-0.3,74.52,72.38,21.24,1.098,38.433,45.915,-7.479,2.47,69.97,69.58,21.24,1.46,69.88,3,69.5,3.69,21.31,6,56.1,1.312,0.479,0.71,0.123,0.479,9.65,66.74,-0.22,289.3,15.61,219,34,185,43.9,25.26,40,"24' 0""",0.123,56.67,47.83,85.48,66.3,36.67,86.67,0.307,64.71,69.32,0.359,64.95,51.11,37,51,60.71,-0.033,-1,64.24,212,330
Cameron Tringale,59.86,1.78,0.48,0.033,"8' 4""",1.61,29.28,"7' 8""",2.9,10.11,39.73,25.93,55.56,13.75,22.8,"32' 4""",0.669,63.49,164.2,61.24,31.4,68.6,-0.26,80.83,74.69,21.26,0.889,32.008,30.834,1.176,2.09,69.69,69.55,21.26,1.61,70.09,3.06,70.5,3.78,25.71,7.1,42.1,0.857,0.026,0.669,0.162,0.026,21.17,52.82,-0.21,292.6,16.13,234,172,62,57.9,37.3,202,"26' 8""",0.162,56.25,61.11,92.98,58,27.59,93.94,0.333,50,65.38,0.45,66.67,60.42,23,46,56.52,-0.091,-3,65,169,260
Danny Willett,47.83,1.803,0.9,0.185,"11' 2""",1.608,31.84,"9' 5""",5,9.3,42.5,23.53,52.94,11.54,20.61,"36' 4""",-0.019,52.98,180.2,65.38,54.5,61.94,-0.25,71.53,68.06,20.56,-0.02,-0.234,-2.456,2.222,3.4,71.83,73.75,20.56,0.95,72.3,3.13,71.67,3.65,18.31,6.7,50,-0.205,-0.159,-0.019,-0.026,-0.159,23.31,49.08,-0.11,292,19.63,349,136,213,50,42.94,211,"28' 3""",-0.026,58.54,25,92.86,54.55,25,100,0.317,66.67,65.85,0.515,53.57,60,197,20,57.89,-0.167,-1,54.74,75,137
Scott Harrington,55,1.791,0.65,-0.012,"10' 6""",1.634,29.7,"9' 5""",3.59,10.31,38.08,19.48,54.55,11.43,22.82,"33' 11""",-0.448,60.81,162.3,66.96,59.5,65.86,-0.26,78.51,70.92,20.49,0.001,0.049,0.462,-0.412,2.75,70.97,71.6,20.49,1.18,70.98,3.07,70.67,3.65,17.02,7.8,49.5,0.014,0.439,-0.448,0.023,0.439,15.01,58.56,-0.16,292.3,15.01,233,88,145,50.5,30.02,177,"24' 5""",0.023,56.82,57.89,81.25,47.06,33.33,83.33,0.379,56.52,62.11,0.563,61.05,54.05,171,48,60.66,E,E,56.27,166,295
Ben Taylor,58.06,1.806,0.61,0.049,"9' 1""",1.651,27.65,"8' 5""",3.4,10.67,36.42,32.26,54.84,12.5,21.6,"30' 11""",0.131,67.27,157.6,37.35,53.3,69.91,-0.24,80.41,75,20.22,-0.26,-5.724,-6.81,1.087,2.61,70.86,70.67,20.22,1.28,70.72,3.03,70.23,3.53,19.15,9.8,45.7,-0.31,-0.29,0.131,-0.15,-0.29,15.96,57.33,-0.16,285.2,14.66,226,188,38,54.3,30.62,140,"24' 4""",-0.15,49.09,35.71,88.46,53.52,14.29,91.67,0.396,42.11,60.42,0.521,53.45,52.17,138,36,52.38,-0.083,-2,57.95,113,195
J.T. Poston,64.84,1.712,0.34,0.709,"11' 9""",1.573,32.84,"11' 0""",1.89,9.84,42.33,13.25,55.42,16.25,23.48,"34' 11""",-0.07,62.6,168.1,65.87,40,67.22,-0.31,74.83,71.75,22.89,0.873,30.554,5.744,24.812,2.32,69.66,70.64,22.89,1.6,69.78,2.94,69.79,4.04,21.31,6.1,61.8,0.164,0.135,-0.07,0.098,0.135,10.57,63.01,-0.19,286.3,17.68,245,139,106,38.2,28.25,71,"25' 3""",0.098,57.14,63.64,83.33,59.52,36.11,100,0.296,68,70.42,0.452,60,64.15,73,50,68.09,-0.077,-1,61.36,181,295
Doc Redman,53.4,1.761,0.52,-0.108,"11' 6""",1.636,30.29,"10' 6""",2.98,10.54,37.5,27.5,56.25,11.67,24.27,"30' 4""",0.522,66.51,163.9,51.61,63.6,69.64,-0.28,78.53,74.87,21.92,0.444,19.545,24.281,-4.733,2.45,70.12,70.42,21.92,1.45,70.23,3.07,70.13,3.88,21.23,7.1,47.7,0.552,0.366,0.522,-0.337,0.366,12.18,67.53,-0.19,284.3,11.36,56,16,40,52.3,23.54,24,"23' 5""",-0.337,54.02,52.94,81.67,56.6,19.44,91.67,0.449,60.47,61.8,0.509,50.91,38.46,155,56,56.06,-0.125,-3,57.19,175,306
Sergio Garcia,50,1.813,0.64,-0.711,"8' 3""",1.654,27.99,"7' 7""",3.54,10.59,37.12,20.59,52.94,15.79,15.38,"31' 11""",-0.368,59.5,174.1,72.09,71.4,67.68,-0.24,79.79,73.89,19.44,0.255,2.554,9.664,-7.11,2.64,70.75,71,19.44,1.18,70.86,3.15,70.17,3.45,22.03,5.1,50,0.966,1.219,-0.368,0.115,1.219,18.12,59.42,-0.12,311.9,14.49,103,9,94,50,32.61,101,"24' 7""",0.115,52.38,75,88.89,58.33,0,85.71,0.417,61.54,58.33,0.458,66.67,76.92,140,22,66.67,0.429,3,57.81,74,128
Rob Oppenheim,54,1.793,0.55,-0.529,"12' 7""",1.603,26.73,"11' 0""",3.29,10.1,37.98,19.3,54.39,14.86,18.31,"34' 1""",-0.037,59.14,164.7,50.89,45.8,64.51,-0.24,75.47,69.87,19.39,-0.313,-10.331,7.125,-17.455,2.55,70.47,72.6,19.39,1.21,70.88,3.05,71.33,3.33,14.06,5.2,54.9,0.216,-0.312,-0.037,0.565,-0.312,15.25,62.09,-0.1,275.6,16.34,379,203,176,45.1,31.59,93,"25' 1""",0.565,52.56,45,89.58,64.41,17.95,90.91,0.256,65.63,72.09,0.322,52.48,53.66,55,49,60.66,-0.03,-1,62.62,196,313
Andrew Landry,47.17,1.763,0.46,-0.354,"12' 4""",1.598,30.21,"11' 0""",2.55,10.16,39.19,19.7,50,10.81,20.61,"32' 0""",-0.046,61.86,166.7,61.68,59.1,65.77,-0.27,73.29,73.15,21.17,-0.21,-6.314,4.305,-10.617,2.54,70.5,68.5,21.17,1.37,70.32,3.08,71.15,3.76,19.59,5.3,64.8,0.144,0.284,-0.046,-0.094,0.284,10.53,64.11,-0.14,285.2,17.94,257,110,147,35.2,28.47,52,"21' 10""",-0.094,39.62,40,78,64.94,35.29,88.46,0.318,47.83,65.91,0.377,63.95,41.94,64,37,34.21,E,E,61.84,141,228
Anirban Lahiri,62.82,1.748,0.58,-0.061,"9' 11""",1.604,33.08,"9' 7""",3.54,9.97,38.72,10.87,56.52,29.55,22.47,"33' 4""",-0.639,60.07,161.2,61.33,36.8,67.51,-0.29,77.42,70.11,24.07,-0.645,-13.542,-12.255,-1.286,2.58,70.65,69.2,24.07,1.39,70.76,3.14,71.08,4.27,20.43,6.5,56.4,-0.584,0.029,-0.639,0.025,0.029,14.33,59.39,-0.14,286.8,15.7,242,143,99,43.6,30.03,115,"25' 0""",0.025,51.67,45.45,84.62,50,20,94.12,0.283,57.14,69.81,0.544,56.06,45,165,33,57.5,-0.176,-3,56.99,110,193
Joaquin Niemann,61.07,1.776,0.64,0.072,"10' 4""",1.651,30.38,"8' 9""",3.57,10.57,36.9,27.14,58.57,14.52,24.43,"31' 9""",0.508,67.45,163.4,64.81,48.1,70.24,-0.28,81.71,76.7,21.96,0.803,24.899,22.676,2.224,2.43,69.92,70.75,21.96,1.48,69.98,3.04,69.77,3.83,19.63,6.2,49.7,0.731,0.326,0.508,-0.103,0.326,15.56,58.12,-0.23,293.2,16.7,220,186,34,50.3,32.27,179,"24' 9""",-0.103,53.03,58.33,87.88,56.6,30,85.71,0.315,60.71,68.49,0.472,55.26,43.33,119,42,56.76,0.048,1,58.67,132,225
Doug Ghim,49.49,1.815,0.75,-0.247,"11' 11""",1.651,28.01,"10' 9""",4.17,10.41,36.98,39.13,65.22,14.29,19.56,"30' 3""",-0.558,63.17,160.8,39.66,50,66.49,-0.23,79.36,70.28,19.62,-0.998,-19.965,-15.018,-4.947,2.91,71.5,70.6,19.62,1.09,71.09,3.16,71.92,3.44,22.22,7.2,33.3,-0.751,-0.191,-0.558,-0.003,-0.191,16.49,63.44,-0.15,279,8.96,227,99,128,66.7,25.45,85,"23' 2""",-0.003,52.83,30.77,63.64,51.43,20,87.5,0.196,83.33,78.26,0.543,61.4,35.29,147,32,55.32,-0.063,-1,57.51,111,193
Charley Hoffman,56.43,1.724,0.51,-0.151,"9' 3""",1.614,33.87,"8' 9""",2.98,10.17,39.3,21.92,61.64,22.06,24.86,"30' 4""",0.187,62.53,163.8,62.39,47.9,67.34,-0.32,79.03,74.07,23.98,0.127,3.804,8.35,-4.543,2.56,70.71,70.75,23.98,1.37,70.8,3.12,70.31,4.17,21.43,11.6,64.4,0.278,0.161,0.187,-0.07,0.161,10.12,56.14,-0.19,292.4,19.28,267,164,103,35.6,29.4,157,"25' 4""",-0.07,50.63,58.33,86.49,44.12,28.21,91.67,0.452,54.55,54.79,0.662,51.9,52.17,213,41,50,E,E,52.7,127,241
Seamus Power,54.72,1.709,0.5,0.264,"11' 2""",1.583,35.58,"10' 1""",3.03,9.68,41.41,21.43,78.57,7.41,29.37,"29' 5""",-0.167,66.46,153.2,32.56,69.2,67.68,-0.34,78.61,74.75,25.51,0.051,0.556,-2.349,2.904,2.73,70.27,71.5,25.51,1.42,70.41,2.98,70.43,4.36,18.84,8.7,52.2,-0.214,-0.345,-0.167,0.298,-0.345,15.44,54.36,-0.2,286,15.44,260,166,94,47.8,30.87,176,"28' 1""",0.298,46.67,60,93.33,54.35,15.79,83.33,0.3,62.5,65,0.5,47.62,42.86,215,22,36.84,0.056,1,52.34,67,128
Isaiah Salinda,43.75,1.81,0.75,-0.407,"9' 4""",1.681,30.16,"8' 3""",4.51,10.69,35.42,29.03,67.74,14.81,23.48,"31' 10""",-0.509,53.79,158.7,70.45,50,65.63,-0.26,78.57,69.7,20.49,-1.47,-16.169,-11.692,-4.475,3.38,71.92,72.75,20.49,0.98,72.06,3.26,70.8,3.56,20.34,6.5,55.1,-1.063,-0.189,-0.509,-0.365,-0.189,15.69,54.25,-0.28,298.6,18.95,205,56,149,44.9,34.64,172,"22' 8""",-0.365,57.14,50,70,56.82,15.38,50,0.4,75,54.29,0.477,32.35,61.54,224,16,58.82,0.5,2,48.48,48,99
Matt Jones,59.09,1.782,0.68,-0.154,"10' 7""",1.626,29.63,"9' 0""",3.78,10.14,38.56,25.97,59.74,20.78,20.55,"33' 11""",-0.188,60.62,163.9,64.41,50,66.33,-0.26,77.15,69.74,20.78,0.08,3.034,8.903,-5.867,2.7,70.03,70.27,20.78,1.26,70.4,3.07,68.85,3.6,20,8.7,55,0.234,0.275,-0.188,0.147,0.275,13.21,59.43,-0.15,290.8,15.28,259,127,132,45,28.49,148,"24' 2""",0.147,58.24,50,86.11,58.33,32.35,86.67,0.354,60.47,64.6,0.464,60.48,56,96,50,54.84,0.133,2,60.07,182,303
Sung Kang,50.31,1.784,0.76,-0.381,"10' 4""",1.635,31.22,"9' 3""",4.31,10.18,37.3,18.1,58.62,27.5,23.7,"34' 8""",0.319,62.87,171.9,74.67,53.3,68.25,-0.26,78.2,74.85,22.79,0.167,6.329,20.809,-14.478,2.78,70.69,71.18,22.79,1.29,70.76,3.13,70.36,4.02,20,5.7,50,0.548,0.429,0.319,-0.2,0.429,16.89,58.25,-0.2,300.4,15.75,125,51,74,50,32.64,147,"26' 9""",-0.2,44.12,42.86,81.13,53.16,29.17,91.67,0.485,37.5,54.46,0.519,60.71,45.95,166,49,35.85,-0.25,-6,56.79,159,280
Jason Day,47.22,1.756,0.57,-0.197,"12' 8""",1.594,30.11,"11' 7""",3.14,9.87,40.34,13.64,59.09,4.35,23.73,"33' 10""",-0.278,58.45,168.2,61.11,66.7,65.22,-0.29,80.68,68.33,21.26,0.452,4.52,6.495,-1.975,2.48,70.38,70,21.26,1.38,70.39,2.98,70.71,3.65,15.52,6.5,49.2,0.65,-0.104,-0.278,1.032,-0.104,20.29,52.9,-0.18,289.4,16.67,297,139,158,50.8,36.96,180,"24' 11""",1.032,61.54,28.57,81.82,50,40,87.5,0.313,76.92,65.63,0.528,73.33,68.75,65,23,62.5,E,E,61.81,89,144
Collin Morikawa,55.23,1.766,0.67,-0.226,"9' 8""",1.625,32.23,"8' 8""",3.82,10.13,38.31,26.67,60.95,19.12,27.02,"30' 9""",1.234,64.42,171.3,67.74,59.1,70.6,-0.3,77.52,77.07,24.07,1.457,56.814,65.634,-8.817,2.52,68.83,69.42,24.07,1.61,69.54,3.03,68.25,4.08,18.7,8,54.3,1.683,0.409,1.234,0.039,0.409,12.2,64.12,-0.21,290.2,14.03,68,41,27,45.7,26.23,56,"25' 3""",0.039,55.42,60,83.33,54.69,36.36,100,0.414,60.87,57.58,0.469,62.5,57.58,93,48,55.17,-0.158,-3,60.24,153,254
Michael Gellerman,48.78,1.787,0.78,0.016,"12' 3""",1.642,28.97,"10' 10""",4.34,10.22,37.67,16.67,43.33,2.78,23.95,"29' 7""",0.219,65.51,158.8,41.1,40.9,67.71,-0.25,76.62,71.11,20.49,-0.706,-14.117,-14.439,0.323,2.88,71.63,70.17,20.49,1.13,71.41,3,72.09,3.59,20.2,8,44.9,-0.722,-0.329,0.219,-0.612,-0.329,14.13,60.87,-0.13,283.7,13.77,236,145,91,55.1,27.9,96,"23' 8""",-0.612,26.19,16.67,75,55.56,14.29,86.36,0.304,23.08,67.39,0.432,48.28,35,195,32,40,0.136,3,54.84,102,186
Jimmy Walker,56.1,1.777,0.65,-0.268,"11' 1""",1.636,30.2,"10' 0""",3.76,10.21,38.73,25,48.08,8.54,20.99,"30' 11""",0.5,62.53,162,54.74,62.5,64.38,-0.26,78.06,68.58,19.93,-0.394,-11.436,-3.674,-7.76,3.12,71.25,72,19.93,1.02,71.41,3.1,70.91,3.5,24.78,8.1,63.5,-0.127,-0.592,0.5,-0.035,-0.592,13.64,48.23,-0.15,290.3,22.73,383,206,177,36.5,36.36,219,"24' 1""",-0.035,40.51,25,81.82,54.29,22.92,93.33,0.36,55,65.12,0.514,51.43,46.43,210,34,45.9,E,E,53.21,116,218
Nate Lashley,59.69,1.754,0.44,0.313,"11' 0""",1.611,29.62,"10' 4""",2.47,10.36,38.58,20.69,58.62,16.67,22.25,"32' 2""",-0.163,61.54,165.2,56.31,41.4,65.74,-0.29,77.26,73.56,20.68,0.081,2.349,-6.726,9.078,2.94,70.88,69,20.68,1.2,70.56,3.1,69.64,3.53,20.19,7.1,46.3,-0.232,-0.229,-0.163,0.159,-0.229,13.69,62.35,-0.19,284.9,13.94,310,162,148,53.7,27.63,74,"29' 9""",0.159,44.07,52.17,83.72,48.94,31.03,96.55,0.456,31.58,52.63,0.532,52.05,60,188,36,40.91,-0.034,-1,55.41,123,222
Patton Kizzire,58.33,1.749,0.32,0.44,"12' 1""",1.592,31.01,"10' 8""",2.1,10,41.44,18.87,60.38,18.46,20.69,"34' 2""",-0.747,60.33,164.2,56.38,57.1,62.76,-0.28,76.75,68.39,19.97,-1.18,-34.224,-46.976,12.754,2.81,70.96,70.83,19.97,1.07,71.27,3.06,72,3.51,17.95,7,53.3,-1.62,-0.807,-0.747,-0.066,-0.807,15.08,53.27,-0.16,285.5,17.59,427,220,207,46.7,32.66,206,"23' 8""",-0.066,48.33,57.14,90.91,49.44,22,100,0.333,45.45,65.48,0.584,56.57,56.67,182,37,50,-0.053,-1,55.65,138,248
Sam Ryder,61.39,1.771,0.56,-0.044,"9' 8""",1.608,30.77,"8' 9""",3.1,10.06,39.74,23.26,51.16,22.73,23.28,"33' 4""",0.205,61.54,166.7,67.19,58.3,66.77,-0.28,79.49,71.05,21.37,-0.07,-2.668,-0.975,-1.69,2.44,70.4,70.67,21.37,1.37,70.5,3.02,70.35,3.77,22.54,6.9,58.5,-0.026,-0.136,0.205,-0.095,-0.136,11.64,60.11,-0.18,290.5,18.32,204,85,119,41.5,29.96,129,"23' 5""",-0.095,46.58,46.43,87.23,59.46,25,91.67,0.395,52.38,60.53,0.459,61.11,59.32,82,52,52.08,-0.042,-1,61.09,190,311
Ryan Palmer,52.34,1.757,0.61,-0.256,"10' 8""",1.614,32.73,"9' 4""",3.4,10.03,39.81,20.31,60.94,12.2,23.94,"31' 5""",0.1,61.8,165.5,68.09,56.7,68.06,-0.29,75.68,72.43,23.3,0.138,3.738,10.659,-6.919,2.61,69.55,71.13,23.3,1.47,70.03,3.07,69,4.11,30.61,7.9,53.7,0.395,0.57,0.1,-0.275,0.57,11.52,66.49,-0.15,293.8,10.47,101,24,77,46.3,21.99,50,"24' 11""",-0.275,47.54,57.14,85.37,48.98,29.17,88.89,0.548,50,54.79,0.551,61.43,64,108,36,51.43,0.056,1,59.42,123,207
Kyle Stanley,53.4,1.79,0.62,-0.304,"8' 11""",1.653,28.24,"8' 3""",3.45,10.73,35.74,23.08,57.69,5.66,21.6,"31' 3""",0.396,66.18,168.3,52.53,40.7,70.72,-0.24,80.78,74.07,20.72,-0.183,-4.951,3.259,-8.208,2.46,70.56,71,20.72,1.37,70.57,3.05,70.62,3.68,17.78,7.1,63.4,0.121,-0.25,0.396,-0.026,-0.25,7.67,66.14,-0.21,280.4,15.87,121,99,22,36.6,23.54,10,"21' 3""",-0.026,52.54,66.67,56.52,51.79,12.9,73.91,0.25,45.83,73.33,0.464,59.46,62.16,126,37,57.14,0.217,5,58.46,114,195
Mackenzie Hughes,58.51,1.773,0.44,0.061,"12' 2""",1.605,28.57,"11' 0""",2.45,10.32,38.4,26.67,60,8,23.15,"34' 2""",-0.417,60.67,162.9,55.56,36.7,64.05,-0.26,79.48,68.59,19.61,-0.416,-10.824,-12.397,1.574,2.56,71.29,69.6,19.61,1.17,71.15,3.04,71.85,3.53,19.15,8.3,48.7,-0.477,-0.586,-0.417,0.526,-0.586,15.24,57.06,-0.19,285.1,14.4,365,180,185,51.3,29.64,174,"25' 8""",0.526,52.31,46.67,76.67,56.67,33.33,100,0.211,71.43,73.68,0.5,55.41,43.59,152,34,54.55,-0.1,-1,57.27,126,220
Nelson Ledesma,60.81,1.747,0.35,0.257,"11' 0""",1.574,31.75,"9' 3""",1.96,9.88,41.67,23.08,58.97,11.11,23.12,"31' 6""",-0.718,57.85,161.2,58.21,59.1,61.93,-0.3,74.68,66.05,21.08,-1.744,-31.397,-36.025,4.628,2.76,71.39,74,21.08,1.15,71.59,3.13,71.46,3.71,24.75,8.9,50.8,-2.001,-0.712,-0.718,-0.572,-0.712,18.29,49.19,-0.25,288.1,19.51,424,210,214,49.2,37.8,219,"23' 9""",-0.572,51.32,60,72.73,64.63,18.18,88.89,0.469,50,57.14,0.378,47.83,52.38,160,34,50.82,0.056,1,57.08,133,233
Matthew Fitzpatrick,56.76,1.772,0.36,0.381,"11' 4""",1.597,28.27,"10' 5""",1.98,10.32,39.09,20.51,61.54,12.5,18.33,"33' 10""",0.121,61.04,169.6,53.42,37.5,65.28,-0.26,73.47,72.53,19.44,0.651,11.711,4.848,6.863,2.75,70.2,70.43,19.44,1.18,70.75,3.12,70.29,3.39,19.48,6.3,38.6,0.269,0.094,0.121,0.055,0.094,17.06,64.68,-0.1,284.6,10.32,232,77,155,61.4,27.38,76,"21' 8""",0.055,50.94,66.67,76.19,52.38,32,83.33,0.275,56.25,70,0.476,60.42,54.17,142,28,56,0.083,1,57.71,101,175
Viktor Hovland,59.74,1.722,0.35,0.173,"10' 9""",1.603,31.8,"9' 11""",2.12,10.24,40.03,12.82,43.59,3.45,24.89,"31' 5""",0.468,61.57,162.9,72.22,33.3,67.65,-0.31,79.87,69.75,22.39,0.473,8.512,5.4,3.113,2.44,70.24,69,22.39,1.44,70.09,3.04,69.6,3.85,17.98,11.9,44.3,0.3,0.611,0.468,-0.779,0.611,14.29,61.51,-0.17,290.9,9.92,115,19,96,55.7,24.21,49,"22' 8""",-0.779,44.78,64.29,77.27,43.75,26.67,88.89,0.5,40,53.57,0.688,66.67,55,146,34,43.9,E,E,57.58,114,198
Nick Watney,57.26,1.753,0.66,0.018,"10' 5""",1.633,30.63,"10' 0""",3.81,10.29,37.46,16.98,50.94,18.52,25.07,"32' 2""",0.292,67.71,162.3,58.43,55.6,70.63,-0.28,82.33,75.72,22.7,0.451,12.169,11.699,0.473,2.37,70.12,70.67,22.7,1.44,70.31,3.03,70.75,3.97,19.35,4.8,52.3,0.433,-0.133,0.292,0.274,-0.133,16.35,57.91,-0.19,285.6,16.62,113,88,25,47.7,32.98,151,"26' 1""",0.274,45.1,50,79.17,58.62,29.41,90.91,0.204,60,75.51,0.466,48.53,33.33,180,35,45.71,-0.045,-1,55.68,103,185
Cameron Davis,53.38,1.82,1.03,-0.412,"11' 5""",1.632,29.36,"9' 5""",5.69,9.68,38.61,30,58.57,13.7,24.49,"33' 7""",0.18,61.17,163,73.91,28,68.06,-0.24,81.88,74.21,21.67,0.158,4.433,15.98,-11.546,2.7,70.75,70.71,21.67,1.3,70.63,3.05,69.46,3.73,18.58,6.4,58.8,0.571,0.18,0.18,0.211,0.18,12.08,57.58,-0.25,291.5,19.02,130,53,77,41.2,31.11,159,"24' 4""",0.211,57.53,50,82.61,59.57,34.38,86.36,0.253,64.52,73.42,0.426,60,48.39,56,40,62.5,-0.045,-1,62.61,144,230
Marc Leishman,47.27,1.771,0.49,0.058,"11' 10""",1.605,31.05,"10' 4""",2.86,10.11,39.37,30,56.67,17.31,22.96,"29' 1""",1.165,61.08,170.4,61.22,51.9,65.08,-0.28,74.21,72.44,21.59,1.181,30.712,29.193,1.521,2.51,71.05,69.38,21.59,1.37,70.34,3.02,70.67,3.8,24.73,7.5,48.1,1.123,0.091,1.165,-0.134,0.091,17.88,55.03,-0.19,290.4,17.04,334,174,160,51.9,34.92,207,"26' 4""",-0.134,46.88,50,91.11,55.93,13.64,93.75,0.303,68.18,69.7,0.492,70.77,54.29,73,35,59.38,-0.125,-2,61.36,135,220
Austin Cook,53.06,1.808,0.61,-0.051,"10' 7""",1.642,27.43,"9' 7""",3.36,10.55,36.84,22.64,43.4,5.26,21.67,"33' 6""",-0.311,64.46,162.9,60.92,33.3,67.69,-0.24,79.18,73.29,19.59,0.038,0.975,2.296,-1.319,2.76,71.04,70.86,19.59,1.18,70.92,3.08,70.38,3.45,17.59,5.8,43.4,0.088,0.372,-0.311,0.027,0.372,13.85,65.37,-0.19,286,11.91,163,70,93,56.6,25.76,60,"23' 4""",0.027,41.18,50,100,49.45,20,100,0.429,30,57.14,0.538,61.84,61.54,164,38,47.22,-0.176,-3,57.01,126,221
Harold Varner III,55.83,1.758,0.48,-0.058,"9' 2""",1.626,29.98,"8' 4""",2.67,10.52,37.67,20.55,60.27,14.29,23.15,"30' 0""",0.414,64.71,165.4,65.45,48.6,69.67,-0.28,79.77,74.07,21.78,1.137,37.507,39.416,-1.907,2.24,69.47,70.42,21.78,1.54,69.96,3.01,69.93,3.84,25,7.6,48.2,1.194,0.564,0.414,0.216,0.564,13.48,63.26,-0.24,290.6,13.04,64,25,39,51.8,26.52,100,"26' 1""",0.216,41.98,70,91.89,64.13,36.36,83.33,0.337,40,66.27,0.402,63.86,58.97,96,50,45.45,0.056,1,60.07,164,273
Sebastián Muñoz,61.72,1.74,0.56,0.333,"10' 2""",1.576,34.4,"9' 2""",3.31,9.44,42.52,24.81,55.04,14.63,27.66,"32' 1""",0.381,62.91,169.6,69.95,41.7,66.88,-0.32,77.35,75.97,24.36,0.998,45.914,30.612,15.305,2.17,70.18,68.5,24.36,1.73,69.81,2.99,69.75,4.27,21.43,5.6,46.1,0.665,0.251,0.381,0.033,0.251,15.76,61.62,-0.22,293.4,13.73,148,33,115,53.9,29.49,112,"27' 2""",0.033,54.55,53.85,87.14,61.34,29.17,84.85,0.32,57.89,65.98,0.403,65.14,59.57,32,52,59.57,0.061,2,64.52,200,310
Grayson Murray,39.6,1.765,0.62,-0.732,"10' 6""",1.613,32.42,"9' 6""",3.45,10.1,38.7,21.54,58.46,19.12,25.72,"32' 0""",-0.396,58.59,165,74.7,45.8,63.6,-0.3,74.77,69.91,22.03,-0.506,-12.147,5.424,-17.569,2.76,71,70.6,22.03,1.2,71.1,3.02,71.33,3.83,24.44,7.3,60.1,0.226,0.441,-0.396,0.181,0.441,12.69,54.08,-0.16,299.9,22.05,256,63,193,39.9,34.74,188,"23' 6""",0.181,40.74,33.33,86.05,59.72,22.22,94.74,0.468,42.31,56.45,0.472,55.74,56,148,29,37.84,-0.053,-1,57.37,109,190
Si Woo Kim,55.36,1.787,0.5,-0.058,"11' 9""",1.607,28.92,"10' 10""",2.92,10.08,39.86,15.63,45.31,15.25,21.12,"34' 1""",-0.583,56.78,164,63.64,35.5,62.08,-0.25,73.27,66.03,18.89,-0.661,-17.184,-15.683,-1.498,2.88,71.75,72.29,18.89,1.04,71.63,3.11,70.08,3.38,16.13,8.6,50.3,-0.603,-0.31,-0.583,0.29,-0.31,15.88,54.6,-0.18,291.9,16.43,416,204,212,49.7,32.31,190,"25' 9""",0.29,51.16,64.29,82.86,56.34,35,92.86,0.373,48.57,64,0.521,58.76,59.38,131,40,50,-0.071,-1,58.24,159,273
