player,Percentage of Yardage covered by Tee Shots-ROUNDS,Percentage of Yardage covered by Tee Shots-AVG (%),Percentage of Yardage covered by Tee Shots-TOTAL SHOT DISTANCE,Percentage of Yardage covered by Tee Shots-TOTAL DISTANCE,Right Tendency-EVENTS,Right Tendency-%,Right Tendency-NUMBER OF TIMES,Right Tendency-ATTEMPTS,Right Tendency-AVG RTP SCORE,Missed Fairway Percent - Other-ROUNDS,Missed Fairway Percent - Other-%,Missed Fairway Percent - Other-TOTAL MISSED,Missed Fairway Percent - Other-TOTAL FWYS,Missed Fairway Percent - Other-RELATIVE TO PAR,Percentage of Yardage covered by Tee Shots - Par 5's-ROUNDS,Percentage of Yardage covered by Tee Shots - Par 5's-AVG (%),Percentage of Yardage covered by Tee Shots - Par 5's-TOTAL SHOT DISTANCE,Percentage of Yardage covered by Tee Shots - Par 5's-TOTAL DISTANCE,Driving Pct 320+ (Measured)-ROUNDS,Driving Pct 320+ (Measured)-%,Driving Pct 320+ (Measured)-TOTAL DRIVES FOR 320+,Driving Pct 320+ (Measured)-TOTAL DRVS - OVERALL,Driving Pct 320+ (Measured)-RELATIVE TO PAR,Percentage of Yardage covered by Tee Shots - Par 4's-ROUNDS,Percentage of Yardage covered by Tee Shots - Par 4's-AVG (%),Percentage of Yardage covered by Tee Shots - Par 4's-TOTAL SHOT DISTANCE,Percentage of Yardage covered by Tee Shots - Par 4's-TOTAL DISTANCE,Left Tendency-EVENTS,Left Tendency-%,Left Tendency-NUMBER OF TIMES,Left Tendency-ATTEMPTS,Left Tendency-AVG RTP SCORE,Left Rough Tendency (RTP Score)-ROUNDS,Left Rough Tendency (RTP Score)-RTP SCORE,Fairway Bunker Tendency-ROUNDS,Fairway Bunker Tendency-%,Fairway Bunker Tendency-TOTAL FAIRWAY BUNKERS,Fairway Bunker Tendency-POSSIBLE FWYS,Fairway Bunker Tendency-RELATIVE TO PAR,SG: Off-the-Tee-ROUNDS,SG: Off-the-Tee-AVERAGE,SG: Off-the-Tee-TOTAL SG:OTT,SG: Off-the-Tee-MEASURED ROUNDS,SG: Tee-to-Green-ROUNDS,SG: Tee-to-Green-AVERAGE,SG: Tee-to-Green-SG:OTT,SG: Tee-to-Green-SG:APR,SG: Tee-to-Green-SG:ARG,SG: Tee-to-Green-MEASURED ROUNDS,Right Rough Tendency (RTP Score)-ROUNDS,Right Rough Tendency (RTP Score)-RTP SCORE,Right Rough Tendency-ROUNDS,Right Rough Tendency-%,Right Rough Tendency-TOTAL RIGHT ROUGH,Right Rough Tendency-POSSIBLE FWYS,Right Rough Tendency-RELATIVE TO PAR,Left Rough Tendency-ROUNDS,Left Rough Tendency-%,Left Rough Tendency-TOTAL LEFT ROUGH,Left Rough Tendency-POSSIBLE FWYS,Left Rough Tendency-RELATIVE TO PAR,Good Drive Percentage-ROUNDS,Good Drive Percentage-%,Good Drive Percentage-# HIT,Good Drive Percentage-TOTAL ATTEMPTS,Driving Accuracy Percentage-ROUNDS,Driving Accuracy Percentage-%,Driving Accuracy Percentage-FAIRWAYS HIT,Driving Accuracy Percentage-POSSIBLE FAIRWAYS,Rough Tendency-ROUNDS,Rough Tendency-%,Rough Tendency-TOTAL ROUGH,Rough Tendency-POSSIBLE FWYS,Rough Tendency-RELATIVE TO PAR,Hit Fairway Percentage-ROUNDS,Hit Fairway Percentage-%,Hit Fairway Percentage-FAIRWAYS HIT,Hit Fairway Percentage-POSSIBLE FAIRWAYS,Hit Fairway Percentage-RELATIVE TO PAR
Nick Watney,35,63.12,"1,079,628","171,034",12,52.3,80,153,+1.63,35,4.29,16,373,+0.63,36,54.25,"260,314","47,984",35,11.43,8,70,-0.38,35,66.42,"828,012","124,669",12,47.7,73,153,+0.41,35,+.066,35,4.8,18,76,-0.167,36,-.279,-7.820,28,35,.433,-.133,.292,.274,27,35,+.081,35,16.62,62,373,+0.08,35,16.35,61,373,+0.07,35,82.62,404,489,36,57.46,289,503,35,32.98,123,373,+0.73,35,57.91,216,373,-0.19
Sangmoon Bae,18,63.12,"361,832","57,329",7,36.8,21,57,+0.95,18,4.03,5,124,+1.40,18,52.08,"89,315","17,148",18,8.33,3,36,E,18,67.82,"272,517","40,181",7,63.2,36,57,+2.50,18,E,18,6.5,8,33,+0.500,18,-.664,-5.975,9,18,-1.717,-.664,-.584,-.468,9,18,E,18,14.52,18,124,E,18,21.77,27,124,E,18,81.35,205,252,18,57.14,144,252,18,36.29,45,124,E,18,53.23,66,124,-0.23
Matt Every,30,63.12,"1,047,313","165,925",12,52.7,79,150,+1.14,30,5.87,21,358,+0.71,32,52.97,"272,325","51,409",30,13.33,8,60,-0.25,30,67.25,"791,782","117,744",12,47.3,71,150,+2.54,30,+.255,30,6.7,24,105,+0.167,32,-.378,-10.586,28,30,-.573,-.289,-.120,-.164,26,30,-.053,30,15.92,57,358,-0.05,30,14.25,51,358,+0.25,30,79.71,334,419,32,56.60,253,447,30,30.17,108,358,+0.93,30,57.26,205,358,-0.17
Collin Morikawa,48,63.11,"1,595,266","252,782",12,54.3,101,186,+1.09,48,1.64,9,549,+0.11,52,53.46,"407,911","76,297",48,20.00,16,80,-0.44,48,66.78,"1,221,725","182,952",12,45.7,85,186,-0.47,48,-.119,48,8.0,44,183,+0.159,52,.410,17.645,43,48,1.683,.409,1.234,.039,39,48,+.052,48,14.03,77,549,+0.05,48,12.20,67,549,-0.12,48,86.46,581,672,52,65.11,474,728,48,26.23,144,549,-0.28,48,64.12,352,549,-0.21
Michael Gligic,36,63.10,"882,541","139,856",13,61.2,71,116,+1.55,36,2.98,9,302,+0.44,38,53.27,"239,064","44,875",36,12.50,9,72,+0.11,36,67.25,"660,493","98,209",13,38.8,45,116,-0.22,36,-.027,36,6.3,19,84,+0.053,38,.174,4.184,24,36,-.466,.139,-.328,-.277,22,36,+.118,36,16.89,51,302,+0.12,36,12.25,37,302,-0.03,36,83.10,418,503,38,58.95,313,531,36,29.14,88,302,+0.57,36,61.59,186,302,-0.18
Billy Horschel,45,63.07,"1,015,305","160,992",12,52.7,58,110,+1.55,45,3.76,13,346,+0.85,47,53.19,"241,014","45,308",45,18.18,12,66,-0.17,45,66.56,"791,421","118,912",12,47.3,52,110,+0.77,45,E,45,6.9,24,102,E,47,.420,11.334,27,45,.515,.450,-.127,.191,25,45,+.140,45,12.43,43,346,+0.14,45,10.40,36,346,E,45,83.87,525,626,47,65.44,428,654,45,22.83,79,346,+0.76,45,66.47,230,346,-0.20
Chris Kirk,19,63.07,"473,810","75,129",7,50.0,29,58,+3.45,19,2.41,4,166,+1.00,19,52.76,"82,345","15,606",19,2.63,1,38,+1.00,19,65.77,"391,465","59,523",7,50.0,29,58,+0.69,19,E,19,5.4,9,40,+0.111,19,.128,1.533,12,19,-.017,.128,-.118,-.027,12,19,+.304,19,13.86,23,166,+0.30,19,13.25,22,166,E,19,83.40,221,265,19,62.26,165,265,19,27.11,45,166,+1.56,19,65.06,108,166,-0.11
Louis Oosthuizen,18,63.05,"399,278","63,332",5,42.3,22,52,+1.82,18,1.46,2,137,+1.00,20,52.10,"90,438","17,358",18,20.00,4,20,+0.25,18,66.29,"326,179","49,202",5,57.7,30,52,+3.00,18,+.320,18,9.5,13,56,+0.231,20,-.363,-4.350,12,18,-1.598,-.509,-.359,-.730,10,18,+.071,18,10.22,14,137,+0.07,18,18.25,25,137,+0.32,18,81.45,202,248,20,62.32,172,276,18,28.47,39,137,+2.31,18,60.58,83,137,-0.18
Mackenzie Hughes,34,63.05,"1,037,548","164,569",13,48.7,74,152,+3.11,34,4.99,18,361,+0.89,38,53.72,"258,712","48,158",34,11.76,8,68,-0.38,34,66.19,"813,283","122,878",13,51.3,78,152,+2.31,34,+.091,34,8.3,30,127,+0.300,38,-.526,-15.785,30,34,-.477,-.586,-.417,.526,26,34,+.192,34,14.40,52,361,+0.19,34,15.24,55,361,+0.09,34,77.47,368,475,38,56.69,301,531,34,29.64,107,361,+1.40,34,57.06,206,361,-0.19
Marc Leishman,35,63.04,"1,057,095","167,677",10,48.1,74,154,+0.95,35,2.51,9,358,+1.11,35,54.24,"250,964","46,265",35,16.67,9,54,E,35,66.40,"806,131","121,412",10,51.9,80,154,+0.50,35,-.031,35,7.5,27,114,+0.037,35,.091,2.375,26,35,1.123,.091,1.165,-.134,26,35,-.016,35,17.04,61,358,-0.02,35,17.88,64,358,-0.03,35,80.45,391,486,35,51.85,252,486,35,34.92,125,358,-0.24,35,55.03,197,358,-0.19
Scott Stallings,41,63.04,"1,087,014","172,441",12,49.4,77,156,+3.25,41,4.80,18,375,+0.33,45,52.85,"285,503","54,019",41,17.07,14,82,-0.43,41,66.82,"834,509","124,889",12,50.6,79,156,+1.27,41,+.034,41,8.0,30,132,+0.367,45,-.156,-4.828,31,41,.123,-.105,.059,.169,27,41,+.259,41,14.40,54,375,+0.26,41,15.73,59,375,+0.03,41,80.80,463,573,45,56.28,354,629,41,30.13,113,375,+1.42,41,57.07,214,375,-0.23
Kiradech Aphibarnrat,17,62.99,"281,460","44,683",6,51.3,20,39,-0.50,17,6.12,6,98,+0.33,17,53.49,"59,146","11,058",17,3.85,1,26,-1.00,17,66.12,"222,314","33,625",6,48.7,19,39,+1.58,17,+.167,17,9.2,9,38,+0.222,17,.052,.362,7,17,-.155,.052,.260,-.468,7,17,-.143,17,14.29,14,98,-0.14,17,12.24,12,98,+0.17,17,83.54,198,237,17,62.87,149,237,17,26.53,26,98,E,17,58.16,57,98,-0.09
Vince Covello,21,62.99,"602,905","95,718",9,64.1,50,78,+2.20,21,3.35,7,209,+0.43,21,51.76,"135,514","26,179",21,14.29,6,42,-0.33,21,67.21,"467,391","69,539",9,35.9,28,78,+0.36,21,+.059,21,4.8,10,44,+0.400,21,.251,3.767,15,21,-.538,.251,-.264,-.525,15,21,+.091,21,21.05,44,209,+0.09,21,8.13,17,209,+0.06,21,82.31,242,294,21,59.18,174,294,21,29.19,61,209,+0.82,21,62.68,131,209,-0.15
Austin Cook,38,62.99,"1,040,886","165,239",13,43.4,53,122,+2.45,38,3.05,11,361,+0.45,40,52.67,"249,879","47,440",38,5.26,4,76,-0.25,38,66.75,"807,830","121,027",13,56.6,69,122,+1.74,38,+.080,38,5.8,21,89,+0.429,40,.360,10.080,28,38,.088,.372,-.311,.027,26,38,+.163,38,11.91,43,361,+0.16,38,13.85,50,361,+0.08,38,83.43,443,531,40,64.58,361,559,38,25.76,93,361,+1.18,38,65.37,236,361,-0.19
J.T. Poston,50,62.98,"1,413,976","224,497",14,61.8,107,173,+1.12,50,2.64,13,492,+0.46,54,51.81,"335,711","64,795",50,4.76,4,84,-0.75,50,66.95,"1,112,516","166,169",14,38.2,66,173,+1.67,50,+.115,50,6.1,30,124,+0.267,54,.141,5.480,39,50,.164,.135,-.070,.098,35,50,+.057,50,17.68,87,492,+0.06,50,10.57,52,492,+0.12,50,84.14,589,700,54,64.15,485,756,50,28.25,139,492,+0.79,50,63.01,310,492,-0.19
Patton Kizzire,37,62.97,"1,158,964","184,049",13,53.3,97,182,+1.24,37,7.04,28,398,+0.75,39,52.71,"260,680","49,453",37,5.41,4,74,-0.25,37,66.37,"914,727","137,824",13,46.7,85,182,+2.47,37,+.133,37,7.0,28,123,+0.036,39,-.807,-25.007,31,37,-1.620,-.807,-.747,-.066,29,37,E,37,17.59,70,398,E,37,15.08,60,398,+0.13,37,76.64,397,518,39,52.56,287,546,37,32.66,130,398,+0.62,37,53.27,212,398,-0.16
Max Homa,44,62.97,"1,270,510","201,777",12,54.2,84,155,+1.07,44,2.98,13,436,+0.08,48,53.40,"363,396","68,047",44,25.00,18,72,-0.33,44,67.19,"942,019","140,197",12,45.8,71,155,+2.11,44,+.148,44,7.6,33,142,+0.061,48,.377,13.209,35,44,.087,.329,.173,-.415,31,44,+.164,44,13.99,61,436,+0.16,44,12.39,54,436,+0.15,44,81.79,503,615,48,63.49,426,671,44,26.38,115,436,+1.57,44,63.07,275,436,-0.18
D.J. Trahan,37,62.96,"917,556","145,740",11,45.1,51,113,+1.18,37,4.66,15,322,+0.47,37,53.30,"198,086","37,167",37,12.16,9,74,-0.44,37,66.27,"719,470","108,573",11,54.9,62,113,-0.32,37,-.174,37,4.3,14,61,+0.214,37,.267,6.134,23,37,.584,.267,.394,-.077,23,37,+.051,37,12.11,39,322,+0.05,37,14.29,46,322,-0.17,37,87.62,453,517,37,65.76,340,517,37,26.40,85,322,-0.71,37,64.60,208,322,-0.11
Justin Rose,18,62.94,"523,388","83,162",6,47.4,37,78,+1.35,18,2.79,5,179,+0.20,22,53.74,"143,851","26,768",18,14.29,4,28,-0.25,18,66.00,"414,911","62,861",6,52.6,41,78,+0.24,18,+.061,18,6.7,12,51,+0.083,22,.124,2.101,17,18,.200,-.066,.012,.253,13,18,+.033,18,16.76,30,179,+0.03,18,18.44,33,179,+0.06,18,78.57,198,252,22,61.04,188,308,18,35.20,63,179,+0.48,18,55.31,99,179,-0.08
J.J. Spaun,42,62.90,"1,298,158","206,392",13,56.6,103,182,+2.14,42,3.83,17,444,+0.71,44,52.73,"327,565","62,121",42,14.29,12,84,-0.50,42,66.95,"987,563","147,499",13,43.4,79,182,+1.39,42,+.069,42,6.1,27,115,+0.296,44,-.038,-1.291,34,42,-.782,-.002,-.292,-.488,32,42,+.083,42,18.92,84,444,+0.08,42,13.06,58,444,+0.07,42,79.73,468,587,44,56.42,347,615,42,31.98,142,444,+0.77,42,58.11,258,444,-0.14
Seamus Power,22,62.88,"440,496","70,056",7,52.2,35,67,+2.29,22,6.04,9,149,+0.67,22,52.44,"113,084","21,563",22,15.91,7,44,-0.57,22,67.52,"327,412","48,493",7,47.8,32,67,+0.94,22,-.087,22,8.7,13,56,+0.308,22,-.345,-3.794,11,22,-.214,-.345,-.167,.298,11,22,+.087,22,15.44,23,149,+0.09,22,15.44,23,149,-0.09,22,81.43,250,307,22,56.35,173,307,22,30.87,46,149,E,22,54.36,81,149,-0.20
Bronson Burgoon,37,62.84,"1,162,510","185,004",12,64.7,108,167,+0.65,37,3.46,14,405,+0.57,39,51.88,"283,691","54,683",37,8.11,6,74,-0.33,37,67.04,"895,353","133,549",12,35.3,59,167,+0.34,37,-.051,37,8.6,35,152,-0.086,39,-.126,-3.896,31,37,.384,-.106,.317,.173,29,37,+.047,37,20.99,85,405,+0.05,37,9.63,39,405,-0.05,37,83.20,431,518,39,59.16,323,546,37,30.62,124,405,+0.16,37,57.28,232,405,-0.21
Kyoung-Hoon Lee,50,62.82,"1,279,094","203,617",17,53.0,88,166,+1.25,50,3.13,14,447,+0.57,52,53.14,"296,796","55,849",50,15.22,14,92,-0.29,50,66.17,"999,093","150,996",17,47.0,78,166,+1.79,50,+.105,50,7.6,34,142,+0.206,52,.219,7.462,34,50,.159,.202,-.156,.112,32,50,+.076,50,14.77,66,447,+0.08,50,12.75,57,447,+0.11,50,83.43,584,700,52,65.52,477,728,50,27.52,123,447,+0.89,50,61.74,276,447,-0.12
Cameron Percy,37,62.78,"1,001,183","159,466",11,46.3,62,134,-0.81,37,2.87,10,349,+0.20,37,51.40,"221,114","43,020",37,12.16,9,74,-0.67,37,66.99,"780,069","116,446",11,53.7,72,134,+1.11,37,+.066,37,6.9,24,104,+0.042,37,.191,4.783,25,37,.532,.191,.636,-.295,25,37,-.122,37,11.75,41,349,-0.12,37,17.48,61,349,+0.07,37,87.64,454,518,37,61.78,320,518,37,29.23,102,349,-0.10,37,61.03,213,349,-0.20
Xinjun Zhang,57,62.78,"1,570,541","250,155",17,59.0,131,222,+1.91,57,4.23,23,544,+0.52,57,53.25,"389,723","73,181",57,13.21,14,106,-0.64,57,66.72,"1,180,818","176,974",17,41.0,91,222,+0.77,57,+.042,57,6.3,34,147,+0.088,57,-.041,-1.581,39,57,.367,-.041,.277,.130,39,57,+.158,57,17.46,95,544,+0.16,57,13.24,72,544,+0.04,57,82.06,654,797,57,59.47,474,797,57,30.70,167,544,+1.08,57,58.82,320,544,-0.22
Tyrrell Hatton,16,62.78,"327,195","52,115",4,56.4,22,39,+1.82,16,2.73,3,110,+0.33,20,53.61,"120,452","22,468",16,37.50,6,16,-0.33,16,66.64,"240,657","36,114",4,43.6,17,39,-0.59,16,-.267,16,8.2,9,39,+0.111,20,.400,4.795,12,16,2.606,.646,1.416,.544,8,16,+.286,16,12.73,14,110,+0.29,16,13.64,15,110,-0.27,16,87.05,195,224,20,64.64,181,280,16,26.36,29,110,E,16,62.73,69,110,-0.25
James Hahn,30,62.77,"845,625","134,722",9,57.8,59,102,+1.19,30,3.42,10,292,+0.50,30,53.26,"196,559","36,905",30,6.67,4,60,-1.00,30,66.36,"649,066","97,817",9,42.2,43,102,-0.23,30,-.161,30,6.5,19,83,+0.211,30,.072,1.520,21,30,.440,.072,.298,.069,21,30,+.043,30,16.10,47,292,+0.04,30,10.62,31,292,-0.16,30,84.49,354,419,30,59.67,250,419,30,26.71,78,292,-0.38,30,63.36,185,292,-0.21
Robert Garrigus,19,62.74,"400,756","63,877",7,40.0,26,65,+3.08,19,6.57,9,137,+1.00,19,52.31,"101,600","19,422",19,15.79,6,38,-0.17,19,67.29,"299,156","44,455",7,60.0,39,65,+1.03,19,E,19,7.3,10,44,+0.200,19,-.770,-7.700,10,19,-.830,-.770,-.319,.260,10,19,+.063,19,11.68,16,137,+0.06,19,22.63,31,137,E,19,80.38,213,265,19,51.32,136,265,19,34.31,47,137,+0.21,19,51.82,71,137,-0.17
Patrick Reed,34,62.71,"1,025,010","163,443",9,47.7,71,149,+0.85,34,1.99,7,352,+0.86,36,52.27,"254,012","48,593",34,17.31,9,52,-0.56,34,66.73,"787,879","118,078",9,52.3,78,149,+1.41,34,+.015,34,8.5,30,129,+0.067,36,.048,1.286,27,34,.798,.047,.390,.361,25,34,+.035,34,16.19,57,352,+0.04,34,18.47,65,352,+0.02,34,80.67,384,476,36,55.16,278,504,34,34.66,122,352,+0.25,34,54.83,193,352,-0.30
Andrew Landry,37,62.69,"1,197,710","191,044",13,64.8,94,145,+1.49,37,2.15,9,418,+0.56,41,51.96,"303,023","58,317",37,5.41,4,74,-0.50,37,66.71,"928,538","139,194",13,35.2,51,145,+0.78,37,+.068,37,5.3,22,93,+0.182,41,.291,9.891,34,37,.144,.284,-.046,-.094,30,37,+.080,37,17.94,75,418,+0.08,37,10.53,44,418,+0.07,37,86.85,449,517,41,66.32,380,573,37,28.47,119,418,+0.76,37,64.11,268,418,-0.14
"Ted Potter, Jr.",30,62.68,"796,569","127,091",12,41.3,50,121,+0.80,30,4.68,13,278,+0.77,32,52.15,"185,732","35,614",30,8.33,5,60,-0.40,30,66.24,"627,288","94,705",12,58.7,71,121,-0.70,30,-.143,30,9.0,25,109,-0.120,32,-.363,-7.988,22,30,-.063,-.363,.405,-.105,20,30,-.033,30,10.79,30,278,-0.03,30,20.14,56,278,-0.14,30,86.87,364,419,32,60.85,272,447,30,30.94,86,278,-1.05,30,55.40,154,278,-0.11
Rickie Fowler,22,62.67,"778,156","124,162",7,52.1,49,94,+2.65,22,1.50,4,267,+1.25,24,53.09,"207,344","39,053",22,6.82,3,44,-0.33,22,66.53,"587,723","88,337",7,47.9,45,94,+2.44,22,+.029,22,7.1,19,78,+0.263,24,.100,2.096,21,22,.309,.150,.236,-.077,19,22,+.293,22,15.36,41,267,+0.29,22,12.73,34,267,+0.03,22,81.41,254,312,24,64.12,218,340,22,28.09,75,267,+1.73,22,63.30,169,267,-0.19
Emiliano Grillo,39,62.60,"880,263","140,622",14,41.3,45,109,+2.22,39,4.23,13,307,+0.31,41,53.44,"214,874","40,207",39,11.29,7,62,-0.29,39,65.88,"682,797","103,643",14,58.7,64,109,+1.72,39,+.180,39,5.2,16,70,+0.125,41,.110,2.630,24,39,.712,.117,.733,-.138,22,39,+.147,39,11.07,34,307,+0.15,39,16.29,50,307,+0.18,39,86.53,469,542,41,66.49,379,570,39,27.36,84,307,+1.67,39,63.19,194,307,-0.13
Adam Long,56,62.58,"1,564,006","249,939",16,45.2,85,188,+1.18,56,3.49,19,545,+0.74,58,51.97,"366,616","70,550",56,8.33,8,96,-0.38,56,66.45,"1,213,550","182,617",16,54.8,103,188,+1.07,56,+.027,56,5.5,30,125,+0.167,58,.021,.854,41,56,.526,.073,.484,-.031,39,56,+.028,56,13.03,71,545,+0.03,56,13.76,75,545,+0.03,56,84.16,659,783,58,65.97,535,811,56,26.79,146,545,+0.27,56,64.22,350,545,-0.20
Nate Lashley,36,62.56,"1,168,096","186,725",13,46.3,69,149,+1.88,36,2.93,12,409,+0.25,38,51.64,"264,873","51,291",36,8.06,5,62,-0.60,36,66.34,"919,852","138,662",13,53.7,80,149,+1.25,36,+.054,36,7.1,29,123,+0.172,38,-.207,-6.420,31,36,-.232,-.229,-.163,.159,29,36,+.193,36,13.94,57,409,+0.19,36,13.69,56,409,+0.05,36,81.42,412,506,38,63.48,339,534,36,27.63,113,409,+1.24,36,62.35,255,409,-0.19
Brice Garnett,42,62.52,"1,151,803","184,229",13,50.7,77,152,+1.43,42,3.96,16,404,+0.56,46,52.20,"287,183","55,017",42,5.95,5,84,-0.80,42,66.22,"898,418","135,679",13,49.3,75,152,+0.93,42,-.086,42,4.5,18,76,+0.389,46,.188,6.214,33,42,-.081,.171,-.399,.147,29,42,+.115,42,15.10,61,404,+0.11,42,14.36,58,404,-0.09,42,84.67,497,587,46,64.39,414,643,42,29.46,119,404,+0.17,42,62.13,251,404,-0.18
Robby Shelton,51,62.51,"1,479,889","236,728",16,46.7,85,182,+2.35,51,3.10,16,516,+0.44,51,52.28,"342,309","65,473",51,14.71,15,102,-0.07,51,66.43,"1,137,580","171,255",16,53.3,97,182,+1.24,51,-.027,51,6.0,31,131,+0.161,51,.039,1.438,37,51,-.171,.039,.133,-.343,37,51,+.265,51,13.18,68,516,+0.26,51,14.15,73,516,-0.03,51,85.71,612,714,51,62.75,448,714,51,27.33,141,516,+1.13,51,63.57,328,516,-0.14
Hank Lebioda,39,62.51,"991,028","158,531",14,47.0,71,151,+3.10,39,3.71,13,350,+0.69,39,52.73,"231,414","43,887",39,10.26,8,78,-0.50,39,66.26,"759,614","114,644",14,53.0,80,151,+2.00,39,+.123,39,6.9,24,103,+0.208,39,-.113,-2.834,25,39,-.843,-.113,-.564,-.165,25,39,+.340,39,15.14,53,350,+0.34,39,18.57,65,350,+0.12,39,80.37,438,545,39,58.90,321,545,39,33.71,118,350,+2.20,39,55.71,195,350,-0.12
Alex Noren,32,62.49,"826,909","132,332",9,69.3,70,101,+1.86,32,4.48,13,290,+0.77,36,53.20,"204,996","38,533",32,14.06,9,64,-0.33,32,65.45,"656,213","100,266",9,30.7,31,101,+1.61,32,-.091,32,7.2,21,89,+0.238,36,-.208,-5.199,25,32,.395,-.171,.160,.406,21,32,+.130,32,15.86,46,290,+0.13,32,7.59,22,290,-0.09,32,83.89,375,447,36,63.42,319,503,32,23.45,68,290,+0.59,32,64.83,188,290,-0.22
Harris English,44,62.47,"1,445,583","231,397",12,49.7,88,177,+0.23,44,2.00,10,501,+0.50,48,53.89,"395,188","73,330",44,17.05,15,88,-0.53,44,65.94,"1,084,886","164,534",12,50.3,89,177,+0.34,44,-.029,44,7.4,37,161,+0.081,48,.415,16.586,40,44,.982,.463,.370,.149,36,44,-.062,44,12.97,65,501,-0.06,44,13.77,69,501,-0.03,44,86.53,533,616,48,63.10,424,672,44,26.75,134,501,-0.45,44,63.87,320,501,-0.20
Robert Streb,40,62.47,"877,036","140,382",13,30.0,33,110,+2.12,40,2.67,8,300,+1.38,40,51.85,"206,124","39,753",40,10.00,8,80,-0.25,40,66.67,"670,912","100,629",13,70.0,77,110,+1.95,40,E,40,7.3,22,96,+0.318,40,-.132,-2.898,22,40,-.308,-.132,.069,-.245,22,40,+.154,40,8.67,26,300,+0.15,40,18.00,54,300,E,40,82.65,462,559,40,59.39,332,559,40,26.67,80,300,+0.50,40,63.33,190,300,-0.14
Rhein Gibson,42,62.45,"1,036,520","165,978",12,55.6,94,169,+0.43,42,3.95,14,354,+1.07,42,52.85,"244,878","46,333",42,14.29,12,84,-0.33,42,66.17,"791,642","119,645",12,44.4,75,169,+1.33,42,E,42,10.2,36,154,+0.056,42,-.732,-19.024,26,42,-1.111,-.732,-.616,.236,26,42,-.060,42,18.93,67,354,-0.06,42,14.41,51,354,E,42,78.88,463,587,42,51.79,304,587,42,33.33,118,354,-0.34,42,52.54,186,354,-0.15
Jason Day,23,62.44,"405,093","64,881",8,49.2,31,63,+1.94,23,3.62,5,138,+0.20,25,53.26,"119,063","22,353",23,13.33,4,30,-0.25,23,66.24,"303,100","45,756",8,50.8,32,63,-0.63,23,-.071,23,6.5,9,39,-0.111,25,.054,.647,12,23,.650,-.104,-.278,1.032,10,23,+.261,23,16.67,23,138,+0.26,23,20.29,28,138,-0.07,23,76.66,243,317,25,56.52,195,345,23,36.96,51,138,+0.78,23,52.90,73,138,-0.18
Bo Hoag,47,62.42,"1,148,657","184,026",14,52.3,79,151,+0.89,47,3.71,15,404,+0.33,47,52.12,"264,015","50,655",47,15.96,15,94,-0.60,47,66.33,"884,642","133,371",14,47.7,72,151,+1.25,47,+.057,47,7.4,30,129,+0.267,47,-.217,-6.293,29,47,-.289,-.217,-.011,-.061,29,47,-.018,47,13.86,56,404,-0.02,47,13.12,53,404,+0.06,47,85.08,559,657,47,62.71,412,657,47,26.98,109,404,+0.18,47,61.88,250,404,-0.09
Jonathan Byrd,19,62.41,"477,621","76,524",7,53.7,36,67,+1.94,19,1.84,3,163,+0.67,19,51.47,"112,212","21,801",19,15.79,6,38,-0.33,19,66.77,"365,409","54,723",7,46.3,31,67,+2.58,19,+.208,19,6.7,11,49,+0.273,19,-.274,-3.287,12,19,-.284,-.274,.197,-.206,12,19,+.172,19,17.79,29,163,+0.17,19,14.72,24,163,+0.21,19,80.00,212,265,19,56.60,150,265,19,32.52,53,163,+1.89,19,58.90,96,163,-0.19
Kevin Streelman,43,62.39,"1,076,942","172,618",15,44.1,56,127,+1.61,43,1.86,7,376,+1.29,45,52.64,"272,252","51,722",43,11.43,8,70,-0.75,43,66.16,"821,243","124,124",15,55.9,71,127,+1.27,43,-.102,43,6.9,26,108,+0.269,45,.322,9.326,29,43,.343,.354,-.037,.026,27,43,+.184,43,10.11,38,376,+0.18,43,15.69,59,376,-0.10,43,85.43,510,597,45,66.24,414,625,43,25.80,97,376,+0.10,43,65.43,246,376,-0.19
Talor Gooch,54,62.39,"1,832,401","293,693",14,48.9,133,272,+1.35,54,3.59,23,640,+0.13,56,53.86,"434,283","80,626",54,18.52,20,108,-0.05,54,65.43,"1,415,290","216,295",14,51.1,139,272,+1.01,54,+.040,54,7.8,50,215,+0.140,56,-.081,-3.910,48,54,.220,-.051,.132,.140,46,54,+.126,54,16.09,103,640,+0.13,54,15.63,100,640,+0.04,54,81.48,616,756,56,57.14,448,784,54,31.72,203,640,+0.84,54,56.88,364,640,-0.22
Mark Anderson,37,62.35,"1,071,162","171,800",11,57.4,85,148,+0.71,37,4.00,15,375,+0.40,37,52.50,"230,784","43,959",37,9.46,7,74,-0.43,37,65.74,"840,378","127,841",11,42.6,63,148,+1.43,37,+.120,37,5.3,20,84,+0.050,37,-.060,-1.630,27,37,.048,-.060,.258,-.150,27,37,+.045,37,17.87,67,375,+0.04,37,13.33,50,375,+0.12,37,80.27,415,517,37,59.38,307,517,37,31.20,117,375,+0.77,37,59.47,223,375,-0.11
